InstitutionId,InstitutionName,TaxonomyLevel,TaxonomyValue,NonAttritionEvents,AttritionEvents,ProductionRank,PrestigeRank,OrdinalPrestigeRank
24.0,Boston University,Field,Chemistry,17.0,4.0,73,0.5761779875501751,48
24.0,Boston University,Field,Computer Engineering,14.0,1.0,87,0.6901561967725158,26
24.0,Boston University,Field,Computer Science,14.0,3.0,82,0.5805729010198104,41
24.0,Boston University,Field,Counselor Education,2.0,1.0,141,1.0,0
24.0,Boston University,Field,Economics,36.0,10.0,40,0.6587796371552562,24
24.0,Boston University,Field,Education,16.0,8.0,44,0.8036660574545611,8
24.0,Boston University,Field,Education Administration,9.0,6.0,93,0.8171249587910476,8
24.0,Boston University,Field,Electrical Engineering,17.0,2.0,87,0.539454368335314,41
24.0,Boston University,Field,English Language and Literature,31.0,4.0,60,0.6007348869109337,40
24.0,Boston University,Field,Environmental Sciences,10.0,2.0,66,0.5234186143951566,35
24.0,Boston University,Field,Epidemiology,33.0,10.0,15,0.4836379739529062,34
24.0,Boston University,Field,"Exercise Science, Kinesiology, Rehab, Health",37.0,13.0,30,0.8173851608126658,12
24.0,Boston University,Field,Finance,11.0,4.0,64,0.5999343406134604,28
24.0,Boston University,Field,Geology,10.0,3.0,78,0.4305578311087878,76
24.0,Boston University,Field,History,20.0,9.0,54,0.6148762118958132,36
24.0,Boston University,Field,International Affairs,4.0,1.0,74,0.5476099611554435,21
24.0,Boston University,Field,Management Information Systems,9.0,2.0,66,0.6854492196161655,19
24.0,Boston University,Field,Marketing,11.0,2.0,71,0.6282940363047189,31
24.0,Boston University,Field,Mathematics,24.0,5.0,71,0.5432479798528731,50
24.0,Boston University,Field,Mechanical Engineering,9.0,2.0,95,0.4376641342771601,65
24.0,Boston University,Field,Microbiology,16.0,7.0,71,0.440246233989846,61
24.0,Boston University,Field,Music,17.0,7.0,56,0.4933861166459928,56
24.0,Boston University,Field,Neuroscience,33.0,8.0,16,0.5486741960205234,32
24.0,Boston University,Field,Pathology,29.0,16.0,32,0.4587228376126765,45
24.0,Boston University,Field,Pharmaceutical Sciences,6.0,3.0,86,0.3916329788413956,44
24.0,Boston University,Field,Pharmacology,14.0,6.0,57,0.5251225459037521,40
24.0,Boston University,Field,Philosophy,39.0,11.0,25,0.6158433060978943,40
24.0,Boston University,Field,Physics,29.0,2.0,42,0.6193357634470549,36
24.0,Boston University,Field,Physiology,17.0,9.0,52,0.5191236190972155,45
24.0,Boston University,Field,Political Science,7.0,1.0,106,0.6075374501024439,47
24.0,Boston University,Field,Psychology,41.0,15.0,66,0.6284898794191243,51
24.0,Boston University,Field,Public Health,46.0,23.0,21,0.4486038534334169,59
24.0,Boston University,Field,Religious Studies,18.0,7.0,26,0.5876843594188299,22
24.0,Boston University,Field,Social Work,17.0,7.0,48,0.7107460652070794,18
24.0,Boston University,Field,Sociology,22.0,9.0,61,0.640747905678798,33
24.0,Boston University,Field,Statistics,12.0,2.0,62,0.4976017579805911,41
24.0,Boston University,Field,Theological Studies,25.0,11.0,20,0.52071756159135,12
24.0,Boston University,Domain,Applied Sciences,79.0,22.0,76,0.5052300787739983,49
24.0,Boston University,Domain,Education,41.0,20.0,85,0.7973626730479523,14
24.0,Boston University,Domain,Engineering,48.0,7.0,95,0.6354164566908511,41
24.0,Boston University,Domain,Humanities,183.0,58.0,48,0.5704655575569907,57
24.0,Boston University,Domain,Mathematics and Computing,60.0,12.0,73,0.5955470803550811,44
24.0,Boston University,Domain,Medicine and Health,267.0,103.0,47,0.5761396014220203,75
24.0,Boston University,Domain,Natural Sciences,285.0,87.0,53,0.5760905575954705,73
24.0,Boston University,Domain,Social Sciences,147.0,44.0,63,0.651567259975349,39
25.0,Bowling Green State,Academia,Academia,261.0,98.0,134,0.5210011485079405,104
25.0,Bowling Green State,Field,Communication Disorders and Sciences,12.0,6.0,22,0.7297653279678462,15
25.0,Bowling Green State,Field,English Language and Literature,24.0,16.0,78,0.3684092118044423,96
25.0,Bowling Green State,Field,History,7.0,3.0,98,0.334851886523977,134
25.0,Bowling Green State,Field,Mathematics,6.0,1.0,128,0.2628548115383072,146
25.0,Bowling Green State,Field,Psychology,41.0,14.0,67,0.5182741372911098,81
25.0,Bowling Green State,Field,Sociology,19.0,2.0,64,0.4624875622686268,78
25.0,Bowling Green State,Field,Statistics,5.0,1.0,95,0.2982478202086501,73
25.0,Bowling Green State,Field,"Theatre Literature, History and Criticism",12.0,6.0,15,0.5602289818382382,36
25.0,Bowling Green State,Domain,Education,18.0,11.0,134,0.6077297306658948,56
25.0,Bowling Green State,Domain,Humanities,63.0,28.0,88,0.4388619501341852,98
25.0,Bowling Green State,Domain,Mathematics and Computing,9.0,2.0,171,0.3070767862554155,141
25.0,Bowling Green State,Domain,Medicine and Health,40.0,16.0,173,0.71233092780552,24
25.0,Bowling Green State,Domain,Natural Sciences,18.0,4.0,206,0.4270509749408808,141
25.0,Bowling Green State,Domain,Social Sciences,78.0,22.0,98,0.5641497270060103,70
26.0,Brandeis,Academia,Academia,568.0,216.0,93,0.7704326041870132,18
26.0,Brandeis,Field,Anthropology,14.0,5.0,55,0.7293040316040365,23
26.0,Brandeis,Field,Art History and Criticism,3.0,1.0,56,0.5440405687381165,33
26.0,Brandeis,Field,Biochemistry,25.0,9.0,51,0.8947726754169885,7
26.0,Brandeis,Field,Biological Sciences,21.0,6.0,89,0.7088884988752157,20
26.0,Brandeis,Field,Chemistry,19.0,11.0,66,0.7007666638789849,21
26.0,Brandeis,Field,Classics and Classical Languages,2.0,1.0,74,0.3892820056811392,45
26.0,Brandeis,Field,Economics,2.0,1.0,134,0.5413265033428576,48
26.0,Brandeis,Field,Education,4.0,1.0,120,0.9813396829888972,2
26.0,Brandeis,Field,English Language and Literature,44.0,13.0,44,0.7489892156762339,17
26.0,Brandeis,Field,History,51.0,15.0,29,0.8701411582624585,8
26.0,Brandeis,Field,Mathematics,35.0,10.0,57,0.789783445732558,11
26.0,Brandeis,Field,Music,31.0,8.0,39,0.8776241516825322,8
26.0,Brandeis,Field,Near and Middle Eastern Languages and Cultures,12.0,6.0,10,0.5629208609180053,16
26.0,Brandeis,Field,Philosophy,9.0,5.0,72,0.6571424721083388,27
26.0,Brandeis,Field,Physics,13.0,4.0,78,0.5994311621185016,41
26.0,Brandeis,Field,Political Science,10.0,3.0,87,0.5945656851365492,50
26.0,Brandeis,Field,Religious Studies,19.0,8.0,23,0.7699874162167301,6
26.0,Brandeis,Field,Sociology,27.0,17.0,40,0.7187020150981253,22
26.0,Brandeis,Domain,Applied Sciences,15.0,7.0,143,0.5755465749599206,37
26.0,Brandeis,Domain,Education,7.0,2.0,180,0.8715330327226988,8
26.0,Brandeis,Domain,Humanities,179.0,61.0,49,0.7597631947915819,19
26.0,Brandeis,Domain,Mathematics and Computing,43.0,11.0,97,0.7084028469472278,22
26.0,Brandeis,Domain,Natural Sciences,129.0,42.0,93,0.8246647056033348,10
26.0,Brandeis,Domain,Social Sciences,69.0,31.0,101,0.6858895720504502,31
27.0,Brigham Young,Academia,Academia,217.0,84.0,148,0.3059440179392415,259
27.0,Brigham Young,Field,Art History and Criticism,2.0,1.0,74,0.1365368583645292,110
27.0,Brigham Young,Field,Astronomy,6.0,2.0,72,0.167555415627743,78
27.0,Brigham Young,Field,Biochemistry,8.0,2.0,110,0.395360577932939,102
27.0,Brigham Young,Field,Biological Sciences,10.0,3.0,126,0.3382936292570125,129
27.0,Brigham Young,Field,Chemistry,7.0,3.0,109,0.3617870758568518,116
27.0,Brigham Young,Field,Civil Engineering,6.0,1.0,100,0.3966497532099878,71
27.0,Brigham Young,Field,Communication Disorders and Sciences,1.0,1.0,136,0.4130660407427697,49
27.0,Brigham Young,Field,Computer Engineering,10.0,2.0,104,0.5101169535170847,60
27.0,Brigham Young,Field,Computer Science,14.0,2.0,93,0.3342654885720653,119
27.0,Brigham Young,Field,Education Administration,8.0,5.0,105,0.4179519950780475,73
27.0,Brigham Young,Field,Electrical Engineering,11.0,1.0,102,0.3744004767756758,86
27.0,Brigham Young,Field,English Language and Literature,5.0,3.0,140,0.1367879218953031,177
27.0,Brigham Young,Field,Epidemiology,1.0,1.0,150,0.1363420710579049,62
27.0,Brigham Young,Field,"Exercise Science, Kinesiology, Rehab, Health",15.0,5.0,88,0.2983220778333134,105
27.0,Brigham Young,Field,French Language and Literature,2.0,2.0,46,0.1987763577143818,45
27.0,Brigham Young,Field,History,4.0,3.0,118,0.3187651776535314,142
27.0,Brigham Young,Field,Human Development and Family Sciences,24.0,9.0,23,0.3539887922169892,39
27.0,Brigham Young,Field,Linguistics,3.0,1.0,58,0.122871035811956,63
27.0,Brigham Young,Field,Management,7.0,5.0,110,0.3828821307515496,80
27.0,Brigham Young,Field,Physics,8.0,3.0,90,0.3599658118904721,135
27.0,Brigham Young,Field,Physiology,2.0,1.0,156,0.1044762620038245,101
27.0,Brigham Young,Field,Psychology,16.0,6.0,122,0.3369886869323397,152
27.0,Brigham Young,Field,Public Health,3.0,2.0,177,0.2503413661658034,86
27.0,Brigham Young,Field,Social Work,4.0,3.0,113,0.3714679087059865,78
27.0,Brigham Young,Field,Special Education,5.0,5.0,68,0.3622391833689197,35
27.0,Brigham Young,Field,"Theatre Literature, History and Criticism",1.0,1.0,79,0.3132734777027059,55
27.0,Brigham Young,Domain,Applied Sciences,12.0,7.0,131,0.2154827797420409,155
27.0,Brigham Young,Domain,Education,26.0,15.0,118,0.2722082419305399,160
27.0,Brigham Young,Domain,Engineering,27.0,3.0,117,0.4170961132702941,125
27.0,Brigham Young,Domain,Humanities,15.0,10.0,157,0.2504471624327418,191
27.0,Brigham Young,Domain,Mathematics and Computing,31.0,3.0,115,0.3322087665900425,130
27.0,Brigham Young,Domain,Medicine and Health,59.0,26.0,146,0.2688826612733556,204
27.0,Brigham Young,Domain,Natural Sciences,42.0,11.0,158,0.3258252253451303,212
27.0,Brigham Young,Domain,Social Sciences,29.0,16.0,145,0.3563925340795824,168
412.0,Brite Divinity School,Academia,Academia,3.0,1.0,373,0.2879119360791631,274
412.0,Brite Divinity School,Field,Theological Studies,3.0,1.0,74,0.3691545195373336,23
412.0,Brite Divinity School,Domain,Humanities,3.0,1.0,221,0.2743415082212442,180
28.0,Brown,Academia,Academia,1362.0,396.0,50,0.7742515113169869,17
28.0,Brown,Field,Anthropology,31.0,12.0,32,0.6807780140033044,35
28.0,Brown,Field,Architecture,6.0,2.0,40,0.5313339460053046,28
28.0,Brown,Field,Art History and Criticism,21.0,7.0,17,0.7641858426397288,10
28.0,Brown,Field,Biochemistry,15.0,7.0,83,0.5458155653566249,60
28.0,Brown,Field,Biostatistics,11.0,1.0,41,0.7038004993685597,21
28.0,Brown,Field,Cell Biology,11.0,2.0,74,0.4837428540299002,37
28.0,Brown,Field,Chemistry,23.0,10.0,64,0.6031166255385372,39
28.0,Brown,Field,Classics and Classical Languages,29.0,4.0,13,0.7550413330996183,10
28.0,Brown,Field,Comparative Literature,7.0,1.0,23,0.5864115446551248,14
28.0,Brown,Field,Computer Science,56.0,13.0,31,0.7232398749325771,18
28.0,Brown,Field,Ecology,4.0,3.0,64,0.48437921546921,16
28.0,Brown,Field,Economics,65.0,24.0,27,0.7257376851000832,16
28.0,Brown,Field,English Language and Literature,108.0,34.0,24,0.8140160099993745,11
28.0,Brown,Field,Epidemiology,11.0,2.0,46,0.5008238939544929,32
28.0,Brown,Field,Evolutionary Biology,6.0,3.0,43,0.5591485110684227,12
28.0,Brown,Field,French Language and Literature,8.0,4.0,20,0.8961635252129893,6
28.0,Brown,Field,Geology,45.0,13.0,25,0.7383018902428424,12
28.0,Brown,Field,Germanic Languages and Literatures,2.0,1.0,48,0.4777871192585968,32
28.0,Brown,Field,History,92.0,39.0,20,0.8051534904623314,14
28.0,Brown,Field,Immunology,8.0,4.0,95,0.6363390806326648,25
28.0,Brown,Field,Linguistics,9.0,1.0,32,0.4674903137930529,31
28.0,Brown,Field,Mathematics,122.0,26.0,14,0.8118857773922662,10
28.0,Brown,Field,Microbiology,8.0,3.0,108,0.6359619326488262,33
28.0,Brown,Field,Molecular Biology,14.0,3.0,59,0.5863020009231593,19
28.0,Brown,Field,Music,10.0,1.0,62,0.658003861144166,31
28.0,Brown,Field,Neuroscience,31.0,12.0,23,0.6948728482763294,15
28.0,Brown,Field,Pathology,11.0,5.0,96,0.7403877806699357,11
28.0,Brown,Field,Philosophy,42.0,14.0,23,0.781647937886149,14
28.0,Brown,Field,Physics,45.0,13.0,33,0.7333797613172591,20
28.0,Brown,Field,Physiology,16.0,4.0,54,0.8833712216072597,5
28.0,Brown,Field,Political Science,26.0,6.0,50,0.6693187805354284,30
28.0,Brown,Field,Psychology,39.0,15.0,68,0.7882627474488277,19
28.0,Brown,Field,Public Health,31.0,14.0,35,0.3412394901724791,75
28.0,Brown,Field,Religious Studies,23.0,4.0,20,0.7326177412730679,11
28.0,Brown,Field,Sociology,38.0,13.0,31,0.7173279605407546,23
28.0,Brown,Field,Spanish Language and Literature,14.0,2.0,26,0.8549801666168214,5
28.0,Brown,Field,"Theatre Literature, History and Criticism",2.0,1.0,38,0.6377392387059784,20
28.0,Brown,Domain,Applied Sciences,34.0,10.0,117,0.7714042259110103,6
28.0,Brown,Domain,Education,10.0,1.0,168,0.7522910426545852,17
28.0,Brown,Domain,Engineering,123.0,31.0,51,0.816333132116992,9
28.0,Brown,Domain,Humanities,443.0,135.0,22,0.7767983656779799,15
28.0,Brown,Domain,Mathematics and Computing,214.0,48.0,24,0.8062985691591716,12
28.0,Brown,Domain,Medicine and Health,104.0,34.0,103,0.5246658236652493,92
28.0,Brown,Domain,Natural Sciences,272.0,81.0,56,0.7311528310622224,22
28.0,Brown,Domain,Social Sciences,212.0,72.0,49,0.7470624926435725,20
29.0,Bryn Mawr,Academia,Academia,111.0,48.0,198,0.7370928438933265,25
29.0,Bryn Mawr,Field,Art History and Criticism,18.0,7.0,18,0.7200167745140599,14
29.0,Bryn Mawr,Field,Chemistry,2.0,1.0,183,0.4055912715792006,94
29.0,Bryn Mawr,Field,Classics and Classical Languages,11.0,1.0,28,0.807850777222604,9
29.0,Bryn Mawr,Field,Near and Middle Eastern Languages and Cultures,2.0,1.0,28,0.5268774989681443,18
29.0,Bryn Mawr,Field,Psychology,2.0,1.0,223,0.4572691223171103,108
29.0,Bryn Mawr,Field,Social Work,20.0,10.0,43,0.7375681230223061,15
29.0,Bryn Mawr,Domain,Humanities,59.0,21.0,92,0.8290100352636053,12
29.0,Bryn Mawr,Domain,Mathematics and Computing,3.0,1.0,200,0.5338602012250918,58
29.0,Bryn Mawr,Domain,Medicine and Health,28.0,15.0,204,0.7058914435345165,26
29.0,Bryn Mawr,Domain,Natural Sciences,9.0,6.0,242,0.5689039559064205,75
29.0,Bryn Mawr,Domain,Social Sciences,8.0,4.0,207,0.6311217471764988,48
263.0,CU Boulder,Academia,Academia,1502.0,487.0,43,0.6510523291345661,48
263.0,CU Boulder,Field,Aerospace Engineering,33.0,12.0,15,0.503797785509061,20
263.0,CU Boulder,Field,Agricultural Engineering,26.0,10.0,25,0.5584499352042877,24
263.0,CU Boulder,Field,Anthropology,32.0,14.0,28,0.5998098575901275,47
263.0,CU Boulder,Field,Architecture,17.0,7.0,19,0.4462684178278328,44
263.0,CU Boulder,Field,Asian Languages,1.0,1.0,62,0.5128437246310616,22
263.0,CU Boulder,Field,Asian Studies,1.0,1.0,54,0.2474988776810436,30
263.0,CU Boulder,Field,Astronomy,42.0,9.0,20,0.6417140813007304,17
263.0,CU Boulder,Field,Atmospheric Sciences and Meteorology,26.0,10.0,11,0.6443301740589051,15
263.0,CU Boulder,Field,Biochemistry,38.0,13.0,33,0.6823395180005708,25
263.0,CU Boulder,Field,Biological Sciences,73.0,27.0,25,0.6311621828063169,38
263.0,CU Boulder,Field,Business Administration,18.0,8.0,36,0.4521051417318212,23
263.0,CU Boulder,Field,Cell Biology,25.0,6.0,33,0.5999184031514607,24
263.0,CU Boulder,Field,Chemical Engineering,36.0,13.0,17,0.6635541212716177,26
263.0,CU Boulder,Field,Chemistry,40.0,14.0,36,0.5770300011437374,46
263.0,CU Boulder,Field,Civil Engineering,64.0,14.0,12,0.6568576126919806,24
263.0,CU Boulder,Field,Classics and Classical Languages,9.0,4.0,30,0.4578424005357421,33
263.0,CU Boulder,Field,Communication Disorders and Sciences,10.0,4.0,34,0.776565081306076,9
263.0,CU Boulder,Field,Computer Engineering,46.0,19.0,37,0.8149092854701587,16
263.0,CU Boulder,Field,Computer Science,43.0,11.0,41,0.5532389152974839,47
263.0,CU Boulder,Field,Curriculum and Instruction,22.0,6.0,44,0.7786811976673,13
263.0,CU Boulder,Field,Ecology,8.0,2.0,44,0.2723830442247362,31
263.0,CU Boulder,Field,Economics,35.0,8.0,37,0.5412826005235809,49
263.0,CU Boulder,Field,Education,29.0,9.0,27,0.6835174863948829,17
263.0,CU Boulder,Field,Education Administration,11.0,5.0,76,0.5443957240692721,48
263.0,CU Boulder,Field,Educational Psychology,18.0,9.0,30,0.7157775915618331,13
263.0,CU Boulder,Field,Electrical Engineering,46.0,19.0,33,0.6131671656025598,30
263.0,CU Boulder,Field,English Language and Literature,14.0,5.0,102,0.3983484706205789,86
263.0,CU Boulder,Field,Environmental Engineering,54.0,14.0,14,0.6000006426472022,26
263.0,CU Boulder,Field,Environmental Sciences,21.0,6.0,34,0.6653993683104548,13
263.0,CU Boulder,Field,Evolutionary Biology,5.0,2.0,49,0.2730021564487761,21
263.0,CU Boulder,Field,"Exercise Science, Kinesiology, Rehab, Health",20.0,8.0,70,0.669128441883804,31
263.0,CU Boulder,Field,French Language and Literature,1.0,1.0,66,0.388175695926803,35
263.0,CU Boulder,Field,Geography,55.0,17.0,4,0.7888924000348361,6
263.0,CU Boulder,Field,Geology,69.0,15.0,11,0.6774731589356466,20
263.0,CU Boulder,Field,Germanic Languages and Literatures,2.0,2.0,45,0.4448837043698677,35
263.0,CU Boulder,Field,History,14.0,9.0,67,0.5403416566096917,57
263.0,CU Boulder,Field,Information Science,8.0,3.0,38,0.8104722848443875,5
263.0,CU Boulder,Field,Information Technology,6.0,3.0,48,0.715669953406613,11
263.0,CU Boulder,Field,Linguistics,12.0,5.0,26,0.5841173688995491,23
263.0,CU Boulder,Field,Marine Sciences,12.0,5.0,36,0.5833270616077361,6
263.0,CU Boulder,Field,Mathematics,35.0,9.0,50,0.5010557132967332,63
263.0,CU Boulder,Field,Mechanical Engineering,35.0,10.0,39,0.5367268752068004,44
263.0,CU Boulder,Field,Molecular Biology,32.0,10.0,25,0.6981719426959183,13
263.0,CU Boulder,Field,Music,61.0,17.0,19,0.5657840999034511,44
263.0,CU Boulder,Field,Natural Resources,9.0,1.0,42,1.0,0
263.0,CU Boulder,Field,Neuroscience,22.0,5.0,30,0.5377074944097204,35
263.0,CU Boulder,Field,Philosophy,19.0,7.0,40,0.5473223602674103,52
263.0,CU Boulder,Field,Physics,82.0,19.0,18,0.6856459745356344,27
263.0,CU Boulder,Field,Physiology,13.0,6.0,61,0.6110271619023562,32
263.0,CU Boulder,Field,Political Science,40.0,11.0,37,0.6071410162410196,48
263.0,CU Boulder,Field,Psychology,69.0,17.0,37,0.6761549926974139,28
263.0,CU Boulder,Field,Religious Studies,4.0,2.0,56,0.5264329953457164,26
263.0,CU Boulder,Field,Slavic Languages and Literatures,1.0,1.0,46,0.4004466108066219,29
263.0,CU Boulder,Field,Sociology,35.0,9.0,35,0.563112510306613,51
263.0,CU Boulder,Field,Spanish Language and Literature,7.0,1.0,38,0.4379899726616246,37
263.0,CU Boulder,Field,Speech and Hearing Sciences,6.0,4.0,35,0.4786507733739261,27
263.0,CU Boulder,Field,"Theatre Literature, History and Criticism",13.0,2.0,10,0.624893525373945,22
263.0,CU Boulder,Field,Urban and Regional Planning,11.0,6.0,28,0.681720666905369,11
263.0,CU Boulder,Domain,Applied Sciences,152.0,59.0,54,0.5400429776236968,44
263.0,CU Boulder,Domain,Education,79.0,28.0,46,0.6400212853453646,44
263.0,CU Boulder,Domain,Engineering,212.0,68.0,27,0.6471902243427173,38
263.0,CU Boulder,Domain,Humanities,182.0,63.0,47,0.5349640775486754,68
263.0,CU Boulder,Domain,Mathematics and Computing,125.0,42.0,47,0.5754775536867041,48
263.0,CU Boulder,Domain,Medicine and Health,123.0,55.0,89,0.7595629466480227,14
263.0,CU Boulder,Domain,Natural Sciences,477.0,144.0,31,0.6842044073247802,35
263.0,CU Boulder,Domain,Social Sciences,291.0,90.0,37,0.6296684242958925,49
266.0,CU Denver,Academia,Academia,274.0,102.0,124,0.3504532001124312,217
266.0,CU Denver,Field,Architecture,3.0,1.0,59,0.4803715797847977,35
266.0,CU Denver,Field,Biochemistry,8.0,1.0,117,0.5143000910003444,68
266.0,CU Denver,Field,Biological Sciences,12.0,5.0,113,0.5481271816571006,53
266.0,CU Denver,Field,Biomedical Engineering,3.0,1.0,108,0.2856399482747034,66
266.0,CU Denver,Field,Biostatistics,9.0,5.0,48,0.4761418678954265,38
